"Name","Concatenate(Platform)","Min*(Year)","First(Genre)","First(Publisher)","Sum(NA_Sales)","Sum(EU_Sales)","Sum(JP_Sales)","Sum(Other_Sales)","Sum(Global_Sales)","YearCount"
"MLB 2002","PSX",2001,"Sports","Sony Computer Entertainment",0.24,0.16,0,0.03,0.43,20
"MLB 2004","PS2",2003,"Sports","Sony Computer Entertainment",0.32,0.25,0,0.08,0.66,18
"MLB 2005","PS2",2004,"Sports","Sony Computer Entertainment",0.44,0.35,0,0.12,0.9,17
"MLB 2006","PS2",2005,"Sports","Sony Computer Entertainment",0.33,0.01,0,0.05,0.4,16
"MLB 2K12 / NBA 2K12 Combo Pack","X360",2012,"Sports","Take-Two Interactive",0.04,0,0,0,0.04,9
"MLB 2K9 Fantasy All-Stars","NDS",2009,"Sports","Take-Two Interactive",0.08,0,0,0.01,0.09,12
"MLB 99","PSX",1998,"Sports","Sony Computer Entertainment",0.48,0.32,0,0.06,0.86,23
"MLB Front Office Manager","PS3, X360",2009,"Sports","Take-Two Interactive",0.13,0,0,0.02,0.15000000000000002,12
"MLB Inside Pitch 2003","XB",2003,"Sports","Microsoft Game Studios",0.09,0.03,0,0,0.12,18
"MLB Pennant Race","PSX",1996,"Sports","Sony Computer Entertainment",0.16,0.11,0,0.02,0.29,25
"MLB Power Pros","Wii1, PS2",2007,"Sports","Konami Digital Entertainment",0.23,0,0.15,0.02,0.39999999999999997,14
"MLB Power Pros 2008","PS2, Wii1, NDS",2008,"Sports","Konami Digital Entertainment",0.21999999999999997,0.04,0.060000000000000005,0.02,0.34,13
"MLB SlugFest 20-03","XB, GC",2002,"Sports","Midway Games",0.26,0.07,0,0.01,0.35,19
"MLB SlugFest 20-04","PS2, XB, GC",2003,"Sports","Midway Games",0.36,0.23,0,0.07,0.66,18
"MLB SlugFest 2006","PS2, XB",2006,"Sports","Midway Games",0.17,0.11,0,0.03,0.31,15
"MLB SlugFest Loaded","PS2, XB",2004,"Sports","Midway Games",0.21000000000000002,0.13,0,0.04,0.39,17
"MLB Superstars","Wii1",2008,"Sports","Take-Two Interactive",0.08,0,0,0.01,0.09,13
"MRC: Multi-Racing Championship","N64",1997,"Racing","Ocean",0.2,0.05,0,0,0.25,24
"MTV Celebrity Deathmatch","PS2, XB",2003,"Fighting","Gotham Games",0.53,0.33999999999999997,0,0.11,0.97,18
"MTV Music Generator","PSX",1999,"Misc","Codemasters",0.26,0.18,0,0.03,0.47,22
"MTV Music Generator 2","PS2",2001,"Misc","Codemasters",0.08,0.06,0,0.02,0.15,20
"MTV Music Generator 3: This Is the Remix","PS2, XB",2004,"Misc","Codemasters",0.13,0.07,0,0.02,0.22000000000000003,17
"MTV Sports: Pure Ride","PSX",2000,"Sports","THQ",0.07,0.05,0,0.01,0.12,21
"MTX Mototrax","PS2, XB, PSP",2004,"Racing","Activision",0.24000000000000002,0.12000000000000001,0,0.03,0.41,17
"MVP 06 NCAA Baseball","PS2, XB",2006,"Sports","Electronic Arts",0.87,0.09000000000000001,0,0.11,1.09,15
"MVP Baseball","PSP",2005,"Sports","Electronic Arts",0.2,0,0,0.02,0.21,16
"MVP Baseball 2003","PS2, XB",2003,"Sports","Electronic Arts",0.66,0.44,0,0.14,1.24,18
"MVP Baseball 2004","PS2, XB, GC",2004,"Sports","Electronic Arts",1.74,0.24,0,0.21,2.1900000000000004,17
"MVP Baseball 2005","PS2, XB, GC",2005,"Sports","Electronic Arts",2.21,0.34,0,0.25,2.81,16
"MX 2002 Featuring Ricky Carmichael","PS2, GBA, XB",2001,"Racing","THQ",0.48,0.28,0,0.07,0.8500000000000001,20
"MX SuperFly featuring Ricky Carmichael","PS2, XB, GC",2002,"Racing","THQ",0.28,0.15,0,0.04,0.47,19
"MX Unleashed","PS2, XB",2004,"Racing","THQ",1.28,0.8099999999999999,0,0.27,2.36,17
"MX World Tour Featuring Jamie Little","PS2, XB",2005,"Racing","Play It",0.11,0.08,0,0.02,0.2,16
"MX vs. ATV Reflex","PS3, X360, PSP, NDS",2009,"Racing","THQ",1.35,0.44000000000000006,0,0.22,2.02,12
"MX vs. ATV Supercross","X360, PS3",2014,"Racing","Nordic Games",0.05,0.060000000000000005,0,0.02,0.11,7
"MX vs. ATV Supercross Encore","PS4, XOne",2015,"Sports","Nordic Games",0.02,0.05,0,0.01,0.08,6
"MX vs. ATV Unleashed","PS2, XB",2005,"Racing","THQ",1.18,0.1,0,0.15000000000000002,1.4300000000000002,16
"MX vs. ATV Unleashed: On the Edge","PSP",2006,"Racing","THQ",0.64,0,0,0.05,0.69,15
"MX vs. ATV Untamed","X360, PSP, PS3, PS2, Wii1, NDS",2007,"Racing","THQ",1.9700000000000002,0.36,0,0.31999999999999995,2.6399999999999997,14
"MX vs. ATV: Alive","X360, PS3",2011,"Racing","THQ",0.61,0.29000000000000004,0,0.12000000000000001,1.03,10
"MXGP 2","PS4, XOne, PC",2016,"Racing","Milestone S.r.l.",0.04,0.08,0,0.01,0.14,5
"MXRider","PS2",2001,"Racing","Atari",0.16,0.13,0,0.04,0.34,20
"Mace Griffin: Bounty Hunter","PS2, XB",2003,"Shooter","Electronic Arts",0.16999999999999998,0.09000000000000001,0,0.02,0.3,18
"Mace: The Dark Age","N64",1997,"Fighting","GT Interactive",0.15,0.04,0,0,0.19,24
"Machi-Ing Maker 3 x Tousouchuu","PSP",2010,"Simulation","D3Publisher",0,0,0.1,0,0.1,11
"Machi-ing Maker 4","PS3",2011,"Strategy","D3Publisher",0,0,0.02,0,0.02,10
"Machi: Unmei no Kousaten","PSP",2006,"Adventure","ChunSoft",0,0,0.02,0,0.02,15
"Machinarium","PC",2009,"Adventure","Daedalic",0,0.09,0,0.02,0.11,12
"Machine Head","PSX",1996,"Shooter","Eidos Interactive",0.04,0.03,0,0,0.07,25
"Macross 30: Ginga o Tsunagu Utagoe","PS3",2013,"Shooter","Namco Bandai Games",0,0,0.1,0,0.1,8
"Macross Ace Frontier","PSP",2008,"Simulation","Namco Bandai Games",0,0,0.16,0,0.16,13
"Macross Digital Mission VF-X","PSX",1997,"Simulation","Namco Bandai Games",0,0,0.28,0.02,0.3,24
"Macross Triangle Frontier","PSP",2011,"Action","Namco Bandai Games",0,0,0.12,0,0.12,10
"Macross Ultimate Frontier","PSP",2009,"Action","Namco Bandai Games",0,0,0.17,0,0.17,12
"Mad Dash Racing","XB",2001,"Racing","Eidos Interactive",0.11,0.03,0,0.01,0.15,20
"Mad Dog McCree: Gunslinger Pack","Wii1",2009,"Shooter","Majesco Entertainment",0.08,0,0,0.01,0.09,12
"Mad Maestro!","PS2",2001,"Misc","Eidos Interactive",0.03,0.02,0,0.01,0.06,20
"Mad Max (2015)","PS4, XOne",2015,"Action","Warner Bros. Interactive Entertainment",0.5800000000000001,0.74,0.04,0.21000000000000002,1.57,6
"MadWorld","Wii1",2009,"Action","Sega",0.46,0.25,0.02,0.07,0.8,12
"Madagascar","PS2, GBA, GC, NDS, XB",2005,"Platform","Activision",2.38,0.9199999999999999,0,0.16000000000000003,3.45,16
"Madagascar: Escape 2 Africa","NDS, Wii1, PS2, X360, PS3, PC",2008,"Action","Activision",1.11,0.62,0,0.45,2.1799999999999997,13
"Madagascar: Operation Penguin","GBA",2005,"Action","Activision",0.35,0.13,0,0.01,0.48,16
"Madden Football 64","N64",1997,"Sports","Electronic Arts",0.81,0.04,0,0.01,0.86,24
"Madden NFL 06","PS2, XB, PSP, GC, GBA, NDS",2005,"Sports","Electronic Arts",7.140000000000001,0.46,0.01,0.8300000000000001,8.44,16
"Madden NFL 07","PS2, X360, XB, GC, PS3, Wii1, NDS, GBA",2006,"Sports","Electronic Arts",7.89,0.41000000000000003,0.03,0.8900000000000001,9.200000000000001,15
"Madden NFL 08","PS2, X360, PS3, Wii1, PSP, XB, NDS, GC",2007,"Sports","Electronic Arts",7.1499999999999995,0.22999999999999998,0,0.78,8.149999999999999,14
"Madden NFL 09","X360, PS3, PS2, PSP, NDS, XB",2008,"Sports","Electronic Arts",6.07,0.31,0,0.75,7.14,13
"Madden NFL 09 All-Play","Wii1",2008,"Sports","Electronic Arts",0.78,0.01,0,0.07,0.85,13
"Madden NFL 10","X360, PS3, PS2, Wii1, PSP",2009,"Sports","Electronic Arts",6.56,0.34,0,0.67,7.57,12
"Madden NFL 11","X360, PS3, PS2, PSP",2010,"Sports","Electronic Arts",5.18,0.29000000000000004,0,0.47,5.94,11
"Madden NFL 12","X360, PS3, Wii1, PSP",2011,"Sports","Electronic Arts",4.989999999999999,0.26,0,0.38,5.619999999999999,10
"Madden NFL 13","X360, PS3, Wii1, PSV, WiiU, PS3",2012,"Sports","Electronic Arts",5.669999999999999,0.4,0,0.4700000000000001,6.53,9
"Madden NFL 15","PS4, X360, XOne, PS3",2014,"Sports","Electronic Arts",5.66,0.58,0,0.73,6.97,7
"Madden NFL 16","PS4, XOne, X360, PS3",2015,"Sports","Electronic Arts",5.780000000000001,0.54,0,1.0999999999999999,7.42,6
"Madden NFL 17","PS4, XOne, X360, PS3",2016,"Sports","Electronic Arts",1.7500000000000002,0.12,0,0.34,2.21,5
"Madden NFL 2000","PSX, N64",1998,"Sports","Electronic Arts",2.26,0.06,0,0.04,2.36,23
"Madden NFL 2001","PSX, PS2, N64",2000,"Sports","Electronic Arts",3.37,0.15000000000000002,0.05,0.25,3.81,21
"Madden NFL 2002","PS2, PSX, GC, N64, GBA",2001,"Sports","Electronic Arts",4.390000000000001,0.91,0.01,0.54,5.83,20
"Madden NFL 2003","PS2, XB, GBA, GC",2002,"Sports","Electronic Arts",4.800000000000001,0.48,0.01,0.6100000000000001,5.89,19
"Madden NFL 2004","XB, GC, GBA",2003,"Sports","Electronic Arts",1.64,0.2,0,0.07,1.9100000000000001,18
"Madden NFL 2005","PS2, XB, GC, GBA, NDS",2004,"Sports","Electronic Arts",6.8500000000000005,0.53,0.01,0.21,7.6,17
"Madden NFL 25","X360, PS3, PS4, XOne",2013,"Sports","Electronic Arts",4.85,0.28,0,0.4,5.540000000000001,8
"Madden NFL 97","PSX",1996,"Sports","Electronic Arts",0.73,0.5,0,0.09,1.32,25
"Madden NFL 98","PSX",1997,"Sports","Electronic Arts",1.29,0.03,0,0.03,1.35,24
"Madden NFL 99","PSX, N64",1998,"Sports","Electronic Arts",2.5,0.09,0,0.05,2.64,23
"Madden NFL Football","3DS",2011,"Sports","Electronic Arts",0.36,0.01,0,0.03,0.39,10
"Madou Monogatari","SAT",1998,"Role-Playing","Compile",0,0,0.03,0,0.03,23
"Mafia","PS2, XB, PC",2002,"Action","Illusion Softworks",0.51,0.36,0,0.10999999999999999,0.98,19
"Mafia II","X360, PS3, PC",2010,"Action","Take-Two Interactive",1.5099999999999998,1.45,0.04,0.47000000000000003,3.47,11
"Mage Knight: Destiny's Soldier","NDS",2006,"Strategy","Namco Bandai Games",0.02,0,0,0,0.02,15
"Magi: Aratanaru Sekai","3DS",2014,"Role-Playing","Namco Bandai Games",0,0,0.06,0,0.06,7
"Magi: The Labyrinth of Beginning","3DS",2013,"Role-Playing","Namco Bandai Games",0,0,0.07,0,0.07,8
"Magic Carpet","PSX",1995,"Shooter","Electronic Arts",0.03,0.02,0,0,0.05,26
"Magic Encyclopedia: Moonlight","NDS",2010,"Misc","Foreign Media Games",0,0.01,0,0,0.02,11
"Magic Pengel: The Quest for Color","PS2",2002,"Role-Playing","Taito",0.04,0.03,0,0.01,0.07,19
"Magic: The Gathering - Battlegrounds","XB",2003,"Strategy","Atari",0.12,0.03,0,0.01,0.16,18
"Magic: The Gathering - Battlemage","PSX",1997,"Strategy","Acclaim Entertainment",0.07,0.05,0,0.01,0.12,24
"Magical Starsign (JP sales)","NDS",2006,"Role-Playing","Nintendo",0,0,0.04,0,0.04,15
"Magical Starsign (US sales)","NDS",2006,"Role-Playing","Nintendo",0.16,0.03,0,0,0.19,15
"Magical Tetris Challenge","N64",1997,"Puzzle","Activision",0.13,0.02,0.05,0,0.2,24
"Magical Vacation","GBA",2001,"Role-Playing","Nintendo",0,0,0.26,0.01,0.27,20
"Magical ZhuZhu Princess: Carriages & Castles","NDS",2011,"Simulation","Activision",0.14,0.04,0,0.02,0.2,10
"Magician's Quest: Mysterious Times","NDS",2008,"Role-Playing","Konami Digital Entertainment",0.04,0.01,0.48,0,0.54,13
"Magician's Quest: Town of Magic","3DS",2012,"Simulation","Konami Digital Entertainment",0,0,0.21,0,0.21,9
"Magicians Academy","PS2",2007,"Role-Playing","Enterbrain",0,0,0.01,0,0.01,14
"Magicka","PC",2011,"Role-Playing","Paradox Interactive",0,0.02,0,0.01,0.03,10
"Magna Carta 2","X360",2009,"Role-Playing","Banpresto",0.13,0.08,0.07,0.02,0.3,12
"Magna Carta Portable","PSP",2006,"Role-Playing","Banpresto",0,0,0.03,0,0.03,15
"Magna Carta: Tears of Blood","PS2",2004,"Role-Playing","505 Games",0.11,0.08,0,0.03,0.22,17
"Magnetica","NDS",2006,"Puzzle","Nintendo",0.08,0.01,0.03,0.01,0.14,15
"Mah Jong Quest: Expeditions","NDS",2007,"Puzzle","Avanquest",0.02,0.26,0,0.01,0.3,14
"Mahjong","Famicom",1983,"Misc","Nintendo",0.01,0,2.13,0,2.14,38
"Mahjong 300","NDS",2011,"Puzzle","Avanquest",0,0.03,0,0,0.04,10
"Mahjong 3D: Warriors of the Emperor","3DS",2011,"Misc","DTP Entertainment",0,0.04,0,0.01,0.05,10
"Mahjong Cub3D","3DS",2011,"Puzzle","Sunsoft",0.07,0,0.02,0,0.09,10
"Mahjong Fight Club","PSP",2004,"Misc","Konami Digital Entertainment",0,0,0.17,0,0.17,17
"Mahjong Fight Club DS: Wi-Fi Taiou","NDS",2006,"Misc","Konami Digital Entertainment",0,0,0.07,0,0.07,15
"Mahjong Kakutou Club: Zenkoku Taisenban","PS3",2006,"Misc","Konami Digital Entertainment",0,0,0.03,0,0.03,15
"Mahjong Master","N64",1996,"Misc","Konami Digital Entertainment",0,0,0.09,0,0.09,25
"Mahjong Taikai","NDS",2004,"Misc","Tecmo Koei",0,0,0.04,0,0.04,17
"Mahjong Taikai IV","PS3",2006,"Misc","Tecmo Koei",0,0,0.01,0,0.01,15
"Mahjong: Journey Quest for Tikal","NDS",2008,"Puzzle","Rondomedia",0.15,0.03,0,0.01,0.19,13
"Mahjongg Mysteries: Ancient Egypt","NDS",2010,"Puzzle","Avanquest",0.07,0.11,0,0.02,0.2,11
"Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~","PS2",2006,"Adventure","Konami Digital Entertainment",0,0,0.03,0,0.03,15
"Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu","GBA",2006,"Role-Playing","Marvelous Interactive",0,0,0.02,0,0.03,15
"Mahou Sensei Negima!? Neo-Pactio Fight!!","Wii1",2007,"Fighting","Marvelous Interactive",0,0,0.01,0,0.01,14
"Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces","PSP",2010,"Shooter","Namco Bandai Games",0,0,0.12,0,0.12,11
"Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny","PSP",2011,"Fighting","Namco Bandai Games",0,0,0.12,0,0.12,10
"Mahouka Koukou no Rettousei: Out of Order","PSV",2014,"Adventure","Namco Bandai Games",0,0,0.06,0,0.06,7
"Mai-Otome Hime: Otome Butou Shi","PS2",2006,"Fighting","Sunrise Interactive",0,0,0.02,0,0.02,15
"Majesty 2 Collection","PC",2011,"Strategy","Paradox Interactive",0,0.01,0,0,0.02,10
"Majesty 2: The Fantasy Kingdom Sim","PC",2009,"Simulation","Paradox Interactive",0.01,0,0,0,0.02,12
"Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu","NDS",2008,"Misc","Square Enix",0,0,0.02,0,0.02,13
"Majin Tensei","SNES",1994,"Role-Playing","Atlus",0,0,0.08,0,0.08,27
"Majin and the Forsaken Kingdom","PS3, X360",2010,"Adventure","Namco Bandai Games",0.23,0.17,0.01,0.060000000000000005,0.48,11
"Major Dream: Major DS Dream Baseball","NDS",2008,"Sports","Takara Tomy",0,0,0.02,0,0.02,13
"Major Dream: Major Wii Nagero! Gyroball!!","Wii1",2008,"Sports","Takara Tomy",0,0,0.01,0,0.01,13
"Major League Baseball 2K10","X360, Wii1, PS2, PS3, NDS, PSP",2010,"Sports","Take-Two Interactive",1.2000000000000002,0.09,0,0.10999999999999999,1.41,11
"Major League Baseball 2K11","X360, PS3, Wii1, NDS, PC, PSP, PS2",2011,"Sports","Take-Two Interactive",0.9200000000000002,0.09,0,0.09,1.09,10
"Major League Baseball 2K12","X360, PS3, Wii1, PSP, NDS, PC",2012,"Sports","Take-Two Interactive",0.9999999999999999,0,0,0.07,1.06,9
"Major League Baseball 2K13","X360, PS3",2013,"Sports","Take-Two Interactive",0.5800000000000001,0,0,0.04,0.62,8
"Major League Baseball 2K5","PS2, XB",2005,"Sports","Take-Two Interactive",1.24,0.5800000000000001,0,0.21,2.04,16
"Major League Baseball 2K6","PS2, X360, XB, GC",2006,"Sports","Spike",1.08,0.11,0,0.09999999999999999,1.31,15
"Major League Baseball 2K7","X360, PS2, PS3, PSP",2007,"Sports","Spike",1.27,0.23,0,0.16,1.66,14
"Major League Baseball 2K8","X360, PS3, PS2, Wii1",2008,"Sports","Bethesda Softworks",1.04,0.06,0,0.1,1.21,13
"Major League Baseball 2K8 Fantasy All-Stars","NDS",2008,"Sports","Take-Two Interactive",0.11,0,0,0.01,0.12,13
"Major League Baseball 2K9","X360, Wii1, PS3, PS2, PSP",2009,"Sports","Spike",1.1300000000000001,0.06,0,0.11,1.3,12
"Major League Baseball Featuring Ken Griffey Jr","N64",1998,"Sports","Nintendo",0.75,0.03,0,0.01,0.79,23
"Major Minor's Majestic March","Wii1",2009,"Misc","Majesco Entertainment",0.05,0,0,0,0.05,12
"Makai Kingdom: Chronicles of the Sacred Tome","PS2",2005,"Role-Playing","Tecmo Koei",0.06,0.05,0,0.02,0.12,16
"Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita","PS3",2009,"Role-Playing","Nippon Ichi Software",0,0,0.01,0,0.01,12
"Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita","PS3",2011,"Strategy","Nippon Ichi Software",0,0,0.03,0,0.03,10
"Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita","PSP",2007,"Role-Playing","Nippon Ichi Software",0,0,0.03,0,0.03,14
"Makai Shin Trillion","PSV",2014,"Role-Playing","Idea Factory",0.02,0.02,0.06,0.01,0.12,7
"Make 10: A Journey of Numbers","NDS",2007,"Puzzle","Nintendo",0,0,0.07,0,0.07,14
"Maken Shao: Demon Sword","PS2",2001,"Action","Midas Interactive Entertainment",0,0,0.04,0,0.04,20
"Making History: The Great War","Wii1, PSP",2010,"Strategy","Namco Bandai Games",0,0,0.27,0,0.27,11
"Malice","PS2, XB",2004,"Platform","Evolved Games",0.02,0.01,0,0,0.03,17
"Mame Goma 2: Uchi no Ko ga Ichiban!","NDS",2008,"Simulation","Creative Core",0,0,0.06,0,0.06,13
"Mame Goma: Honobo no Nikki","NDS",2007,"Simulation","TDK Core",0,0,0.03,0,0.03,14
"Mame Goma: Shiro to Kuro no Meikyuu","3DS",2012,"Action","Nippon Ichi Software",0,0,0.03,0,0.03,9
"Mamoru-kun wa Norowarete Shimatta!","X360",2009,"Shooter","G.Rev",0,0,0.01,0,0.01,12
"Man vs. Wild","X360, PS3, Wii1",2010,"Action","Crave Entertainment",0.23,0,0,0.02,0.26,11
"Mana Khemia 2: Fall of Alchemy","PS2",2008,"Role-Playing","Gust",0.07,0.05,0.05,0.02,0.2,13
"Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+","PSP",2009,"Role-Playing","Gust",0,0,0.02,0,0.02,12
"Mana Khemia: Alchemists of Al-Revis","PS2",2007,"Role-Playing","Nippon Ichi Software",0.03,0.02,0,0.01,0.06,14
"Mana Khemia: Alchemists of Al-Revis (JP sales)","PS2",2007,"Role-Playing","Nippon Ichi Software",0,0,0.04,0,0.04,14
"Mana Khemia: Student Alliance","PSP",2008,"Role-Playing","Nippon Ichi Software",0.05,0,0.03,0.01,0.1,13
"Manhunt","PS2, XB",2003,"Action","Take-Two Interactive",0.77,0.53,0,0.17,1.47,18
"Manhunt 2","PS2, Wii1, PSP",2007,"Action","Take-Two Interactive",0.56,0.62,0,0.23,1.4200000000000002,14
"MapleStory DS","NDS",2010,"Role-Playing","Nexon",0,0,0.03,0,0.03,11
"Mappy","Famicom",1984,"Platform","Namco Bandai Games",0,0,0.69,0,0.69,37
"Mar Heaven: Karudea no Akuma","NDS",2006,"Role-Playing","Konami Digital Entertainment",0,0,0.02,0,0.02,15
"Marble Madness / Klax","GBA",2005,"Puzzle","Zoo Digital Publishing",0.02,0.01,0,0,0.03,16
"Marble Saga: Kororinpa","Wii1",2009,"Puzzle","Konami Digital Entertainment",0.1,0.06,0,0.02,0.17,12
"Marc Ecko's Getting Up: Contents Under Pressure","PS2",2006,"Action","Atari",0.03,0.02,0,0.01,0.05,15
"March of the Penguins","NDS",2006,"Adventure","Zoo Digital Publishing",0.04,0,0,0,0.05,15
"Marginal #4: Idol of Supernova","PSV",2014,"Adventure","Idea Factory",0,0,0.01,0,0.01,7
"Margot's Word Brain","Wii1, NDS",2008,"Puzzle","Zoo Digital Publishing",0.19,0,0,0.02,0.2,13
"Marie no Atelier: Salburg no Renkinjutsushi","PSX",1997,"Role-Playing","Gust",0,0,0.23,0.02,0.25,24
"Marines: Modern Urban Combat","Wii1",2010,"Shooter","O-Games",0.03,0,0,0,0.03,11
"Mario & Luigi: Bowser's Inside Story","NDS",2009,"Role-Playing","Nintendo",2.26,0.48,0.81,0.27,3.83,12
"Mario & Luigi: Dream Team","3DS",2013,"Role-Playing","Nintendo",0.89,0.57,0.46,0.13,2.06,8
"Mario & Luigi: Paper Jam","3DS",2015,"Role-Playing","Nintendo",0.16,0.3,0.25,0.04,0.74,6
"Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack","3DS",2015,"Misc","Nintendo",0,0,0.01,0,0.01,6
"Mario & Luigi: Partners in Time","NDS",2005,"Role-Playing","Nintendo",0.77,0.07,0.43,0.08,1.34,16
"Mario & Luigi: Superstar Saga","GBA",2003,"Role-Playing","Nintendo",1.48,0.17,0.47,0.06,2.17,18
"Mario & Sonic at the London 2012 Olympic Games","Wii1, 3DS",2011,"Sports","Sega",1.3199999999999998,2.55,0.54,0.56,4.97,10
"Mario & Sonic at the Olympic Games","Wii1, NDS",2007,"Sports","Sega",4.22,6.38,1.1,1.49,13.2,14
"Mario & Sonic at the Olympic Winter Games","Wii1, NDS",2009,"Sports","Sega",3.11,3.65,0.49,0.86,8.1,12
"Mario & Sonic at the Rio 2016 Olympic Games","3DS, WiiU",2016,"Action","Nintendo",0.07,0.27,0.33999999999999997,0.02,0.72,5
"Mario & Sonic at the Sochi 2014 Olympic Winter Games","WiiU",2013,"Sports","Nintendo",0.39,0.22,0.13,0.06,0.8,8
"Mario & Wario","SNES",1993,"Puzzle","Nintendo",0,0,0.49,0,0.49,28
"Mario Bros.","Famicom, 2600",1982,"Platform","Nintendo",1.99,0.21,1.63,0.04,3.87,39
"Mario Golf","N64, GBoy",1999,"Action","Nintendo",0.62,0.18,0.96,0.02,1.78,22
"Mario Golf: Advance Tour","GBA",2004,"Sports","Nintendo",0.32,0.12,0,0.01,0.45,17
"Mario Golf: Toadstool Tour","GC",2003,"Sports","Nintendo",1.09,0.15,0.25,0.04,1.53,18
"Mario Golf: World Tour","3DS",2014,"Sports","Nintendo",0.15,0.14,0.17,0.03,0.48,7
"Mario Hoops 3 on 3","NDS",2006,"Sports","Nintendo",0.99,0.04,0.49,0.1,1.62,15
"Mario Kart 64","N64",1996,"Racing","Nintendo",5.55,1.94,2.23,0.15,9.87,25
"Mario Kart 7","3DS",2011,"Racing","Nintendo",4.74,3.91,2.67,0.89,12.21,10
"Mario Kart 8","WiiU",2014,"Racing","Nintendo",3.13,2.07,1.27,0.49,6.96,7
"Mario Kart DS","NDS",2005,"Racing","Nintendo",9.81,7.57,4.13,1.92,23.42,16
"Mario Kart Wii","Wii1",2008,"Racing","Nintendo",15.85,12.88,3.79,3.31,35.82,13
"Mario Kart: Double Dash!!","GC",2003,"Racing","Nintendo",4.12,1.77,0.87,0.19,6.95,18
"Mario Kart: Super Circuit","GBA",2001,"Racing","Nintendo",2.62,1.64,0.99,0.23,5.47,20
"Mario Paint","SNES",1992,"Misc","Nintendo",1.43,0.54,0.71,0.07,2.75,29
"Mario Party","N64",1998,"Misc","Nintendo",1.25,0.53,0.87,0.05,2.7,23
"Mario Party 10","WiiU",2015,"Misc","Nintendo",0.69,0.5,0.24,0.11,1.55,6
"Mario Party 2","N64",1999,"Misc","Nintendo",1.28,0.14,1.08,0.01,2.5,22
"Mario Party 3","N64",2000,"Misc","Nintendo",0.72,0.16,1.01,0.02,1.91,21
"Mario Party 4","GC",2002,"Misc","Nintendo",1.13,0.36,0.92,0.07,2.47,19
"Mario Party 5","GC",2003,"Misc","Nintendo",0.97,0.33,0.73,0.06,2.08,18
"Mario Party 6","GC",2004,"Misc","Nintendo",0.9,0.11,0.6,0.05,1.65,17
"Mario Party 7","GC",2005,"Misc","Nintendo",0.95,0.11,0.46,0.04,1.57,16
"Mario Party 8","Wii1",2007,"Misc","Nintendo",3.81,2.3,1.58,0.73,8.42,14
"Mario Party 9","Wii1",2012,"Misc","Nintendo",1.15,1.17,0.76,0.24,3.32,9
"Mario Party Advance","GBA",2005,"Misc","Nintendo",0.5,0.19,0.28,0.02,0.98,16
"Mario Party DS","NDS",2007,"Misc","Nintendo",4.46,1.88,1.98,0.7,9.02,14
"Mario Party: Island Tour","3DS",2013,"Misc","Nintendo",0.61,0.59,0.55,0.11,1.85,8
"Mario Pinball Land","GBA",2004,"Misc","Nintendo",0.5,0.18,0,0.01,0.69,17
"Mario Power Tennis","GC",2004,"Sports","Nintendo",0.58,0.16,0.46,0.03,1.22,17
"Mario Sports Mix","Wii1",2010,"Sports","Nintendo",0.9,0.45,0.63,0.13,2.11,11
"Mario Strikers Charged","Wii1",2007,"Sports","Nintendo",1.07,1.06,0.24,0.25,2.62,14
"Mario Super Sluggers","Wii1",2008,"Sports","Nintendo",1.51,0,0.29,0.12,1.93,13
"Mario Superstar Baseball","GC",2005,"Sports","Nintendo",0.93,0.24,0.25,0.04,1.46,16
"Mario Tennis","N64, GBoy, Wii1",2000,"Sports","Nintendo",1.28,0.6400000000000001,1.5,0.14,3.57,21
"Mario Tennis Open","3DS",2012,"Sports","Nintendo",0.26,0.29,0.33,0.05,0.94,9
"Mario Tennis Ultra Smash","WiiU",2015,"Sports","Nintendo",0.13,0.16,0.13,0.03,0.45,6
"Mario Tennis: Power Tour","GBA",2005,"Sports","Nintendo",0.24,0.09,0.19,0.01,0.52,16
"Mario no Super Picross","SNES",1995,"Puzzle","Nintendo",0,0,0.41,0,0.41,26
