"Name","Concatenate(Platform)","Min*(Year)","First(Genre)","First(Publisher)","Sum(NA_Sales)","Sum(EU_Sales)","Sum(JP_Sales)","Sum(Other_Sales)","Sum(Global_Sales)"
"Lollipop Chainsaw","PS3, X360",2012,"Action","Warner Bros. Interactive Entertainment",0.5700000000000001,0.33999999999999997,0.13,0.13,1.1600000000000001
"London 2012: The Official Video Game of the Olympic Games","PS3, X360",2012,"Sports","Sega",0.13,0.96,0,0.22,1.29
"Looney Tunes Duck Dodgers Starring: Daffy Duck","N64",2000,"Platform","Infogrames",0.03,0.01,0,0,0.04
"Looney Tunes Racing","PSX",2000,"Racing","Infogrames",0.16,0.11,0,0.02,0.29
"Looney Tunes: Acme Arsenal","PS2, Wii1, X360",2007,"Action","Warner Bros. Interactive Entertainment",0.46,0.17,0,0.08,0.69
"Looney Tunes: Back in Action","PS2, GBA, GC",2003,"Platform","Warner Bros. Interactive Entertainment",0.51,0.27,0,0.06,0.85
"Looney Tunes: Cartoon Conductor","NDS",2008,"Misc","Eidos Interactive",0.04,0,0,0,0.05
"Looney Tunes: Duck Amuck","NDS",2007,"Action","Warner Bros. Interactive Entertainment",0.28,0,0,0.02,0.3
"Looney Tunes: Galactic Sports","PSV",2015,"Action","Sony Computer Entertainment",0,0.06,0,0.02,0.08
"Looney Tunes: Sheep Raider","PSX",2001,"Platform","Infogrames",0.07,0.05,0,0.01,0.12
"Looney Tunes: Space Race","PS2",2002,"Racing","Infogrames",0.1,0.08,0,0.03,0.2
"Loons: The Fight For Fame","XB",2002,"Action","Atari",0.05,0.02,0,0,0.07
"Lord of Apocalypse","PSV, PSP",2011,"Role-Playing","Square Enix",0,0,0.2,0,0.2
"Lord of Arcana","PSP",2010,"Role-Playing","Square Enix",0.07,0.04,0.17,0.03,0.31
"Lord of Darkness","SNES",1991,"Action","Tecmo Koei",0,0,0.28,0,0.28
"Lord of Magna: Maiden Heaven","3DS",2014,"Role-Playing","Marvelous Entertainment",0,0,0.06,0,0.06
"Lord of the Rings: Battle for Middle-Earth","X360",2006,"Strategy","Electronic Arts",0.28,0,0,0.02,0.31
"Lord of the Rings: Tactics","PSP",2005,"Strategy","Electronic Arts",0.11,0.02,0,0.02,0.14
"Lord of the Rings: The Third Age","XB",2004,"Role-Playing","Electronic Arts",0.31,0.09,0,0.01,0.42
"Lords of the Fallen","PS4, XOne, PC",2014,"Role-Playing","Square Enix",0.27,0.36,0.02,0.11,0.76
"Lost Dimension","PSV, PS3",2014,"Role-Playing","Nippon Ichi Software",0.12000000000000001,0.04,0.02,0.04,0.22000000000000003
"Lost Heroes","3DS, PSP",2012,"Role-Playing","Namco Bandai Games",0,0,0.16,0,0.16
"Lost Heroes 2","3DS",2015,"Action","Namco Bandai Games",0,0,0.07,0,0.07
"Lost Horizon","PC",2010,"Adventure","Deep Silver",0,0.1,0,0.02,0.12
"Lost Kingdoms","GC",2002,"Role-Playing","Activision",0.1,0.02,0.04,0,0.17
"Lost Kingdoms II","GC",2003,"Role-Playing","Activision",0.04,0.01,0,0,0.06
"Lost Magic","NDS",2006,"Role-Playing","Ubisoft",0.09,0,0.02,0.01,0.12
"Lost Odyssey","X360",2007,"Role-Playing","Microsoft Game Studios",0.45,0.27,0.11,0.09,0.92
"Lost Planet 2","PS3, X360, PC",2010,"Shooter","Capcom",0.6699999999999999,0.6000000000000001,0.28,0.2,1.75
"Lost Planet 3","PS3, X360, PC",2013,"Shooter","Capcom",0.14,0.13,0.06999999999999999,0.05,0.37999999999999995
"Lost Planet: Extreme Condition","X360, PS3",2006,"Shooter","Capcom",1.4000000000000001,0.21000000000000002,0.17,0.2,1.98
"Lost in Blue","NDS",2005,"Adventure","Konami Digital Entertainment",0.07,0.02,0.02,0.01,0.11
"Lost in Blue 2","NDS",2007,"Adventure","Konami Digital Entertainment",0.01,0.01,0.05,0,0.07
"Lost in Blue 3","NDS",2007,"Adventure","Konami Digital Entertainment",0.09,0.02,0.06,0.01,0.17
"Lost in Blue: Shipwrecked","Wii1",2008,"Adventure","Konami Digital Entertainment",0.07,0,0,0.01,0.08
"Lost in Shadow","Wii1",2010,"Platform","Konami Digital Entertainment",0.1,0,0.01,0.01,0.12
"Lost: Via Domus","X360, PS3, PC",2008,"Action","Ubisoft",0.37,0.5800000000000001,0,0.16,1.12
"Lotus Challenge","GC",2004,"Racing","Ignition Entertainment",0.01,0,0,0,0.02
"Love Live! School Idol Paradise","PSV",2014,"Misc","Kadokawa Games",0,0,0.12,0,0.12
"Love Plus","NDS",2009,"Simulation","Konami Digital Entertainment",0,0,0.26,0,0.26
"Love Plus +","NDS",2010,"Simulation","Konami Digital Entertainment",0,0,0.23,0,0.23
"Lovely Lisa","NDS",2007,"Simulation","DHM Interactive",0.11,0,0,0.01,0.12
"Lovely Lisa and Friends","NDS",2010,"Simulation","Tomy Corporation",0.12,0,0,0.01,0.13
"Lovely x Cation 1 & 2","PSV",2015,"Action","5pb",0,0,0.02,0,0.02
"Loving Life with Hello Kitty & Friends","NDS",2011,"Misc","Rising Star Games",0.15,0.08,0,0.02,0.26
"Lowrider","PS2",2002,"Misc","Pacific Century Cyber Works",0.11,0.09,0.03,0.03,0.26
"Lucha Libre AAA: Heroes del Ring","PS3, X360",2010,"Fighting","Konami Digital Entertainment",0.15000000000000002,0,0,0.01,0.15000000000000002
"Lucian Bee's: Justice Yellow / Evil Violet","PS2",2010,"Adventure","5pb",0,0,0.07,0,0.07
"Lucian Bee's: Resurrection Supernova","PS2",2009,"Adventure","5pb",0,0,0.01,0,0.01
"Lucky * Star: Ryouou Gakuen Outousai","PS2",2008,"Adventure","Kadokawa Shoten",0,0,0.1,0,0.1
"Lucky Luke","PSX",1998,"Platform","Ocean",0.13,0.09,0,0.02,0.24
"Lufia: Curse of the Sinistrals","NDS",2010,"Role-Playing","Square Enix",0.12,0,0.03,0.01,0.16
"Lufia: The Ruins of Lore","GBA",2002,"Role-Playing","Taito",0.04,0.01,0,0,0.05
"Luigi's Mansion","GC",2001,"Action","Nintendo",2.38,0.67,0.46,0.1,3.6
"Luigi's Mansion: Dark Moon","3DS",2013,"Action","Nintendo",1.78,1.39,1.1,0.3,4.58
"Lumines ll","PSP",2006,"Puzzle","Disney Interactive Studios",0.12,0.12,0,0.07,0.3
"Lumines: Electronic Symphony","PSV",2012,"Misc","Ubisoft",0.11,0.1,0.01,0.05,0.26
"Lumines: Puzzle Fusion","PSP",2004,"Puzzle","Ubisoft",0.52,0.35,0,0.23,1.11
"Luminous Arc","NDS",2007,"Role-Playing","Rising Star Games",0.16,0,0.06,0.01,0.24
"Luminous Arc 2","NDS",2008,"Role-Playing","Rising Star Games",0.21,0,0,0.02,0.23
"Luminous Arc 3","NDS",2009,"Role-Playing","Marvelous Interactive",0,0,0.04,0,0.04
"Luminous Arc Infinity","PSV",2015,"Action","Marvel Entertainment",0,0,0.05,0,0.05
"Lunacy","SAT",1996,"Adventure","Sega",0,0,0.11,0,0.11
"Lunar 2: Eternal Blue","SAT",1998,"Role-Playing","Kadokawa Shoten",0,0,0.12,0,0.12
"Lunar 2: Eternal Blue Complete","PSX",1999,"Role-Playing","Kadokawa Shoten",0.19,0.13,0,0.02,0.35
"Lunar 2: Eternal Blue(sales, but wrong system)","GEN",1994,"Role-Playing","Game Arts",0,0,0.14,0,0.14
"Lunar Knights","NDS",2006,"Role-Playing","Konami Digital Entertainment",0.17,0.01,0.04,0.02,0.24
"Lunar Legend","GBA",2002,"Role-Playing","Media Rings",0.14,0.05,0,0,0.19
"Lunar: Dragon Song","NDS",2005,"Role-Playing","Rising Star Games",0.11,0,0,0.01,0.12
"Lunar: Silver Star Harmony","PSP",2009,"Role-Playing","GungHo",0.19,0,0.03,0.02,0.24
"Lunar: Silver Star Story","SAT",1996,"Role-Playing","Kadokawa Shoten",0,0,0.23,0,0.23
"Lunar: Silver Star Story Complete","PSX, SAT",1997,"Role-Playing","Kadokawa Shoten",0.27,0.18,0.27,0.04,0.76
"Lunatic Dawn Tempest","PS2",2001,"Role-Playing","ArtDink",0,0,0.02,0,0.02
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o","PS2",2007,"Adventure","505 Games",0,0,0.05,0,0.05
"Lupin Sansei: Shijou Saidai no Zunousen","NDS",2010,"Adventure","Namco Bandai Games",0,0,0.07,0,0.07
"Lupin the 3rd: Treasure of the Sorcerer King","PS2",2002,"Adventure","505 Games",0.02,0.02,0.25,0.01,0.29
"Lux-Pain","NDS",2008,"Adventure","Rising Star Games",0.04,0,0,0,0.05
"Lux-Pain (JP sales)","NDS",2008,"Adventure","Rising Star Games",0,0,0.03,0,0.03
"Luxor 3","Wii1",2008,"Puzzle","Mumbo Jumbo",0.16,0,0,0.01,0.17
"Luxor: Pharaoh's Challenge","NDS",2007,"Puzzle","Funsta",0,0.01,0,0,0.01
"Luxor: The Wrath of Set","PSP",2006,"Puzzle","Mumbo Jumbo",0.02,0,0,0,0.02
"M&M's Adventure","NDS",2008,"Adventure","Zoo Digital Publishing",0.04,0,0,0,0.05
"M&M's Beach Party","Wii1",2009,"Misc","Zoo Digital Publishing",0.04,0,0,0,0.04
"M&M's Kart Racing","Wii1, NDS",2007,"Racing","Zoo Digital Publishing",0.33,0,0,0.03,0.35
"M&Ms Shell Shocked","PSX",2001,"Action","Berkeley",0.02,0.01,0,0,0.03
"MAG: Massive Action Game","PS3",2010,"Shooter","Sony Computer Entertainment",0.77,0.3,0.09,0.16,1.32
"MAPLUS: Portable Navi","PSP",2006,"Misc","Edia",0,0,0.07,0,0.07
"MAPLUS: Portable Navi 3","PSP",2009,"Misc","Edia",0,0,0.02,0,0.02
"MC Groovz Dance Craze","GC",2004,"Misc","Mad Catz",0.15,0.04,0,0.01,0.2
"MDK","PSX",1997,"Shooter","Interplay",0.11,0.08,0,0.01,0.2
"MDK2 Armageddon","PS2",2001,"Shooter","Virgin Interactive",0.08,0.07,0,0.02,0.17
"MLB","PSP",2005,"Sports","Sony Computer Entertainment",0.23,0,0,0.02,0.24
"MLB 06: The Show","PS2, PSP",2006,"Sports","Sony Computer Entertainment",1.1,0.03,0,0.16,1.29
"MLB 07: The Show","PS2, PS3, PSP",2007,"Sports","Sony Computer Entertainment",1.32,0.03,0,0.16999999999999998,1.52
"MLB 08: The Show","PS3, PS2, PSP",2008,"Sports","Sony Computer Entertainment",1.29,0.01,0,0.13,1.45
"MLB 09: The Show","PS3, PS2, PSP",2009,"Sports","Sony Computer Entertainment",1.06,0.13,0,0.11,1.31
"MLB 10: The Show","PS3, PS2, PSP",2010,"Sports","Sony Computer Entertainment",1.05,0.16,0,0.12000000000000001,1.3199999999999998
"MLB 11: The Show","PS3, PSP, PS2",2011,"Sports","Sony Computer Entertainment",0.75,0.05,0,0.07,0.87
"MLB 12: The Show","PS3, PSV",2012,"Sports","Sony Computer Entertainment",1.04,0,0,0.08,1.12
"MLB 13: The Show","PS3, PSV",2013,"Sports","Sony Computer Entertainment",0.77,0,0,0.07,0.84
"MLB 14: The Show","PS4, PS3, PSV",2014,"Sports","Sony Computer Entertainment America",1.04,0,0,0.13,1.1800000000000002
"MLB 15: The Show","PS4, PS3, PSV",2015,"Sports","Sony Computer Entertainment",1,0.09,0,0.25,1.35
"MLB 16: The Show","PS4, PS3",2016,"Action","Sony Computer Entertainment",0.81,0,0,0.19,1
"MLB 2000","PSX",1999,"Sports","Sony Computer Entertainment",0.52,0.35,0,0.06,0.94
"MLB 2001","PSX",2000,"Sports","Sony Computer Entertainment",0.49,0.34,0,0.06,0.89
"MLB 2002","PSX",2001,"Sports","Sony Computer Entertainment",0.24,0.16,0,0.03,0.43
"MLB 2004","PS2",2003,"Sports","Sony Computer Entertainment",0.32,0.25,0,0.08,0.66
"MLB 2005","PS2",2004,"Sports","Sony Computer Entertainment",0.44,0.35,0,0.12,0.9
"MLB 2006","PS2",2005,"Sports","Sony Computer Entertainment",0.33,0.01,0,0.05,0.4
"MLB 2K12 / NBA 2K12 Combo Pack","X360",2012,"Sports","Take-Two Interactive",0.04,0,0,0,0.04
"MLB 2K9 Fantasy All-Stars","NDS",2009,"Sports","Take-Two Interactive",0.08,0,0,0.01,0.09
"MLB 99","PSX",1998,"Sports","Sony Computer Entertainment",0.48,0.32,0,0.06,0.86
"MLB Front Office Manager","PS3, X360",2009,"Sports","Take-Two Interactive",0.13,0,0,0.02,0.15000000000000002
"MLB Inside Pitch 2003","XB",2003,"Sports","Microsoft Game Studios",0.09,0.03,0,0,0.12
"MLB Pennant Race","PSX",1996,"Sports","Sony Computer Entertainment",0.16,0.11,0,0.02,0.29
"MLB Power Pros","Wii1, PS2",2007,"Sports","Konami Digital Entertainment",0.23,0,0.15,0.02,0.39999999999999997
"MLB Power Pros 2008","PS2, Wii1, NDS",2008,"Sports","Konami Digital Entertainment",0.21999999999999997,0.04,0.060000000000000005,0.02,0.34
"MLB SlugFest 20-03","XB, GC",2002,"Sports","Midway Games",0.26,0.07,0,0.01,0.35
"MLB SlugFest 20-04","PS2, XB, GC",2003,"Sports","Midway Games",0.36,0.23,0,0.07,0.66
"MLB SlugFest 2006","PS2, XB",2006,"Sports","Midway Games",0.17,0.11,0,0.03,0.31
"MLB SlugFest Loaded","PS2, XB",2004,"Sports","Midway Games",0.21000000000000002,0.13,0,0.04,0.39
"MLB Superstars","Wii1",2008,"Sports","Take-Two Interactive",0.08,0,0,0.01,0.09
"MRC: Multi-Racing Championship","N64",1997,"Racing","Ocean",0.2,0.05,0,0,0.25
"MTV Celebrity Deathmatch","PS2, XB",2003,"Fighting","Gotham Games",0.53,0.33999999999999997,0,0.11,0.97
"MTV Music Generator","PSX",1999,"Misc","Codemasters",0.26,0.18,0,0.03,0.47
"MTV Music Generator 2","PS2",2001,"Misc","Codemasters",0.08,0.06,0,0.02,0.15
"MTV Music Generator 3: This Is the Remix","PS2, XB",2004,"Misc","Codemasters",0.13,0.07,0,0.02,0.22000000000000003
"MTV Sports: Pure Ride","PSX",2000,"Sports","THQ",0.07,0.05,0,0.01,0.12
"MTX Mototrax","PS2, XB, PSP",2004,"Racing","Activision",0.24000000000000002,0.12000000000000001,0,0.03,0.41
"MVP 06 NCAA Baseball","PS2, XB",2006,"Sports","Electronic Arts",0.87,0.09000000000000001,0,0.11,1.09
"MVP Baseball","PSP",2005,"Sports","Electronic Arts",0.2,0,0,0.02,0.21
"MVP Baseball 2003","PS2, XB",2003,"Sports","Electronic Arts",0.66,0.44,0,0.14,1.24
"MVP Baseball 2004","PS2, XB, GC",2004,"Sports","Electronic Arts",1.74,0.24,0,0.21,2.1900000000000004
"MVP Baseball 2005","PS2, XB, GC",2005,"Sports","Electronic Arts",2.21,0.34,0,0.25,2.81
"MX 2002 Featuring Ricky Carmichael","PS2, GBA, XB",2001,"Racing","THQ",0.48,0.28,0,0.07,0.8500000000000001
"MX SuperFly featuring Ricky Carmichael","PS2, XB, GC",2002,"Racing","THQ",0.28,0.15,0,0.04,0.47
"MX Unleashed","PS2, XB",2004,"Racing","THQ",1.28,0.8099999999999999,0,0.27,2.36
"MX World Tour Featuring Jamie Little","PS2, XB",2005,"Racing","Play It",0.11,0.08,0,0.02,0.2
"MX vs. ATV Reflex","PS3, X360, PSP, NDS",2009,"Racing","THQ",1.35,0.44000000000000006,0,0.22,2.02
"MX vs. ATV Supercross","X360, PS3",2014,"Racing","Nordic Games",0.05,0.060000000000000005,0,0.02,0.11
"MX vs. ATV Supercross Encore","PS4, XOne",2015,"Sports","Nordic Games",0.02,0.05,0,0.01,0.08
"MX vs. ATV Unleashed","PS2, XB",2005,"Racing","THQ",1.18,0.1,0,0.15000000000000002,1.4300000000000002
"MX vs. ATV Unleashed: On the Edge","PSP",2006,"Racing","THQ",0.64,0,0,0.05,0.69
"MX vs. ATV Untamed","X360, PSP, PS3, PS2, Wii1, NDS",2007,"Racing","THQ",1.9700000000000002,0.36,0,0.31999999999999995,2.6399999999999997
"MX vs. ATV: Alive","X360, PS3",2011,"Racing","THQ",0.61,0.29000000000000004,0,0.12000000000000001,1.03
"MXGP 2","PS4, XOne, PC",2016,"Racing","Milestone S.r.l.",0.04,0.08,0,0.01,0.14
"MXRider","PS2",2001,"Racing","Atari",0.16,0.13,0,0.04,0.34
"Mace Griffin: Bounty Hunter","PS2, XB",2003,"Shooter","Electronic Arts",0.16999999999999998,0.09000000000000001,0,0.02,0.3
"Mace: The Dark Age","N64",1997,"Fighting","GT Interactive",0.15,0.04,0,0,0.19
"Machi-Ing Maker 3 x Tousouchuu","PSP",2010,"Simulation","D3Publisher",0,0,0.1,0,0.1
"Machi-ing Maker 4","PS3",2011,"Strategy","D3Publisher",0,0,0.02,0,0.02
"Machi: Unmei no Kousaten","PSP",2006,"Adventure","ChunSoft",0,0,0.02,0,0.02
"Machinarium","PC",2009,"Adventure","Daedalic",0,0.09,0,0.02,0.11
"Machine Head","PSX",1996,"Shooter","Eidos Interactive",0.04,0.03,0,0,0.07
"Macross 30: Ginga o Tsunagu Utagoe","PS3",2013,"Shooter","Namco Bandai Games",0,0,0.1,0,0.1
"Macross Ace Frontier","PSP",2008,"Simulation","Namco Bandai Games",0,0,0.16,0,0.16
"Macross Digital Mission VF-X","PSX",1997,"Simulation","Namco Bandai Games",0,0,0.28,0.02,0.3
"Macross Triangle Frontier","PSP",2011,"Action","Namco Bandai Games",0,0,0.12,0,0.12
"Macross Ultimate Frontier","PSP",2009,"Action","Namco Bandai Games",0,0,0.17,0,0.17
"Mad Dash Racing","XB",2001,"Racing","Eidos Interactive",0.11,0.03,0,0.01,0.15
"Mad Dog McCree: Gunslinger Pack","Wii1",2009,"Shooter","Majesco Entertainment",0.08,0,0,0.01,0.09
"Mad Maestro!","PS2",2001,"Misc","Eidos Interactive",0.03,0.02,0,0.01,0.06
"Mad Max (2015)","PS4, XOne",2015,"Action","Warner Bros. Interactive Entertainment",0.5800000000000001,0.74,0.04,0.21000000000000002,1.57
"MadWorld","Wii1",2009,"Action","Sega",0.46,0.25,0.02,0.07,0.8
"Madagascar","PS2, GBA, GC, NDS, XB",2005,"Platform","Activision",2.38,0.9199999999999999,0,0.16000000000000003,3.45
"Madagascar: Escape 2 Africa","NDS, Wii1, PS2, X360, PS3, PC",2008,"Action","Activision",1.11,0.62,0,0.45,2.1799999999999997
"Madagascar: Operation Penguin","GBA",2005,"Action","Activision",0.35,0.13,0,0.01,0.48
"Madden Football 64","N64",1997,"Sports","Electronic Arts",0.81,0.04,0,0.01,0.86
"Madden NFL 06","PS2, XB, PSP, GC, GBA, NDS",2005,"Sports","Electronic Arts",7.140000000000001,0.46,0.01,0.8300000000000001,8.44
"Madden NFL 07","PS2, X360, XB, GC, PS3, Wii1, NDS, GBA",2006,"Sports","Electronic Arts",7.89,0.41000000000000003,0.03,0.8900000000000001,9.200000000000001
"Madden NFL 08","PS2, X360, PS3, Wii1, PSP, XB, NDS, GC",2007,"Sports","Electronic Arts",7.1499999999999995,0.22999999999999998,0,0.78,8.149999999999999
"Madden NFL 09","X360, PS3, PS2, PSP, NDS, XB",2008,"Sports","Electronic Arts",6.07,0.31,0,0.75,7.14
"Madden NFL 09 All-Play","Wii1",2008,"Sports","Electronic Arts",0.78,0.01,0,0.07,0.85
"Madden NFL 10","X360, PS3, PS2, Wii1, PSP",2009,"Sports","Electronic Arts",6.56,0.34,0,0.67,7.57
"Madden NFL 11","X360, PS3, PS2, PSP",2010,"Sports","Electronic Arts",5.18,0.29000000000000004,0,0.47,5.94
"Madden NFL 12","X360, PS3, Wii1, PSP",2011,"Sports","Electronic Arts",4.989999999999999,0.26,0,0.38,5.619999999999999
"Madden NFL 13","X360, PS3, Wii1, PSV, WiiU, PS3",2012,"Sports","Electronic Arts",5.669999999999999,0.4,0,0.4700000000000001,6.53
"Madden NFL 15","PS4, X360, XOne, PS3",2014,"Sports","Electronic Arts",5.66,0.58,0,0.73,6.97
"Madden NFL 16","PS4, XOne, X360, PS3",2015,"Sports","Electronic Arts",5.780000000000001,0.54,0,1.0999999999999999,7.42
"Madden NFL 17","PS4, XOne, X360, PS3",2016,"Sports","Electronic Arts",1.7500000000000002,0.12,0,0.34,2.21
"Madden NFL 2000","PSX, N64",1998,"Sports","Electronic Arts",2.26,0.06,0,0.04,2.36
"Madden NFL 2001","PSX, PS2, N64",2000,"Sports","Electronic Arts",3.37,0.15000000000000002,0.05,0.25,3.81
"Madden NFL 2002","PS2, PSX, GC, N64, GBA",2001,"Sports","Electronic Arts",4.390000000000001,0.91,0.01,0.54,5.83
"Madden NFL 2003","PS2, XB, GBA, GC",2002,"Sports","Electronic Arts",4.800000000000001,0.48,0.01,0.6100000000000001,5.89
"Madden NFL 2004","XB, GC, GBA",2003,"Sports","Electronic Arts",1.64,0.2,0,0.07,1.9100000000000001
"Madden NFL 2005","PS2, XB, GC, GBA, NDS",2004,"Sports","Electronic Arts",6.8500000000000005,0.53,0.01,0.21,7.6
"Madden NFL 25","X360, PS3, PS4, XOne",2013,"Sports","Electronic Arts",4.85,0.28,0,0.4,5.540000000000001
"Madden NFL 97","PSX",1996,"Sports","Electronic Arts",0.73,0.5,0,0.09,1.32
"Madden NFL 98","PSX",1997,"Sports","Electronic Arts",1.29,0.03,0,0.03,1.35
"Madden NFL 99","PSX, N64",1998,"Sports","Electronic Arts",2.5,0.09,0,0.05,2.64
"Madden NFL Football","3DS",2011,"Sports","Electronic Arts",0.36,0.01,0,0.03,0.39
"Madou Monogatari","SAT",1998,"Role-Playing","Compile",0,0,0.03,0,0.03
"Mafia","PS2, XB, PC",2002,"Action","Illusion Softworks",0.51,0.36,0,0.10999999999999999,0.98
"Mafia II","X360, PS3, PC",2010,"Action","Take-Two Interactive",1.5099999999999998,1.45,0.04,0.47000000000000003,3.47
"Mage Knight: Destiny's Soldier","NDS",2006,"Strategy","Namco Bandai Games",0.02,0,0,0,0.02
"Magi: Aratanaru Sekai","3DS",2014,"Role-Playing","Namco Bandai Games",0,0,0.06,0,0.06
"Magi: The Labyrinth of Beginning","3DS",2013,"Role-Playing","Namco Bandai Games",0,0,0.07,0,0.07
"Magic Carpet","PSX",1995,"Shooter","Electronic Arts",0.03,0.02,0,0,0.05
"Magic Encyclopedia: Moonlight","NDS",2010,"Misc","Foreign Media Games",0,0.01,0,0,0.02
"Magic Pengel: The Quest for Color","PS2",2002,"Role-Playing","Taito",0.04,0.03,0,0.01,0.07
"Magic: The Gathering - Battlegrounds","XB",2003,"Strategy","Atari",0.12,0.03,0,0.01,0.16
"Magic: The Gathering - Battlemage","PSX",1997,"Strategy","Acclaim Entertainment",0.07,0.05,0,0.01,0.12
"Magical Starsign (JP sales)","NDS",2006,"Role-Playing","Nintendo",0,0,0.04,0,0.04
"Magical Starsign (US sales)","NDS",2006,"Role-Playing","Nintendo",0.16,0.03,0,0,0.19
"Magical Tetris Challenge","N64",1997,"Puzzle","Activision",0.13,0.02,0.05,0,0.2
"Magical Vacation","GBA",2001,"Role-Playing","Nintendo",0,0,0.26,0.01,0.27
"Magical ZhuZhu Princess: Carriages & Castles","NDS",2011,"Simulation","Activision",0.14,0.04,0,0.02,0.2
"Magician's Quest: Mysterious Times","NDS",2008,"Role-Playing","Konami Digital Entertainment",0.04,0.01,0.48,0,0.54
"Magician's Quest: Town of Magic","3DS",2012,"Simulation","Konami Digital Entertainment",0,0,0.21,0,0.21
"Magicians Academy","PS2",2007,"Role-Playing","Enterbrain",0,0,0.01,0,0.01
"Magicka","PC",2011,"Role-Playing","Paradox Interactive",0,0.02,0,0.01,0.03
"Magna Carta 2","X360",2009,"Role-Playing","Banpresto",0.13,0.08,0.07,0.02,0.3
"Magna Carta Portable","PSP",2006,"Role-Playing","Banpresto",0,0,0.03,0,0.03
"Magna Carta: Tears of Blood","PS2",2004,"Role-Playing","505 Games",0.11,0.08,0,0.03,0.22
"Magnetica","NDS",2006,"Puzzle","Nintendo",0.08,0.01,0.03,0.01,0.14
"Mah Jong Quest: Expeditions","NDS",2007,"Puzzle","Avanquest",0.02,0.26,0,0.01,0.3
"Mahjong","Famicom",1983,"Misc","Nintendo",0.01,0,2.13,0,2.14
"Mahjong 300","NDS",2011,"Puzzle","Avanquest",0,0.03,0,0,0.04
"Mahjong 3D: Warriors of the Emperor","3DS",2011,"Misc","DTP Entertainment",0,0.04,0,0.01,0.05
"Mahjong Cub3D","3DS",2011,"Puzzle","Sunsoft",0.07,0,0.02,0,0.09
"Mahjong Fight Club","PSP",2004,"Misc","Konami Digital Entertainment",0,0,0.17,0,0.17
"Mahjong Fight Club DS: Wi-Fi Taiou","NDS",2006,"Misc","Konami Digital Entertainment",0,0,0.07,0,0.07
"Mahjong Kakutou Club: Zenkoku Taisenban","PS3",2006,"Misc","Konami Digital Entertainment",0,0,0.03,0,0.03
"Mahjong Master","N64",1996,"Misc","Konami Digital Entertainment",0,0,0.09,0,0.09
"Mahjong Taikai","NDS",2004,"Misc","Tecmo Koei",0,0,0.04,0,0.04
"Mahjong Taikai IV","PS3",2006,"Misc","Tecmo Koei",0,0,0.01,0,0.01
"Mahjong: Journey Quest for Tikal","NDS",2008,"Puzzle","Rondomedia",0.15,0.03,0,0.01,0.19
"Mahjongg Mysteries: Ancient Egypt","NDS",2010,"Puzzle","Avanquest",0.07,0.11,0,0.02,0.2
"Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~","PS2",2006,"Adventure","Konami Digital Entertainment",0,0,0.03,0,0.03
"Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu","GBA",2006,"Role-Playing","Marvelous Interactive",0,0,0.02,0,0.03
"Mahou Sensei Negima!? Neo-Pactio Fight!!","Wii1",2007,"Fighting","Marvelous Interactive",0,0,0.01,0,0.01
"Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces","PSP",2010,"Shooter","Namco Bandai Games",0,0,0.12,0,0.12
"Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny","PSP",2011,"Fighting","Namco Bandai Games",0,0,0.12,0,0.12
"Mahouka Koukou no Rettousei: Out of Order","PSV",2014,"Adventure","Namco Bandai Games",0,0,0.06,0,0.06
"Mai-Otome Hime: Otome Butou Shi","PS2",2006,"Fighting","Sunrise Interactive",0,0,0.02,0,0.02
"Majesty 2 Collection","PC",2011,"Strategy","Paradox Interactive",0,0.01,0,0,0.02
"Majesty 2: The Fantasy Kingdom Sim","PC",2009,"Simulation","Paradox Interactive",0.01,0,0,0,0.02
